Temps;Canal A;Canal B
(ms);(V);(V)

-12,49633521;0,26291700;0,40330210
-12,47585521;0,26291700;0,40330210
-12,45537521;0,26291700;0,40330210
-12,43489521;0,26291700;0,40330210
-12,41441521;0,21881770;0,35843990
-12,39393521;0,21881770;0,31357770
-12,37345521;0,21881770;0,35843990
-12,35297521;0,21881770;0,31357770
-12,33249521;0,21881770;0,31357770
-12,31201521;0,21881770;0,31357770
-12,29153521;0,21881770;0,26871550
-12,27105521;0,17471850;0,26871550
-12,25057521;0,17471850;0,26871550
-12,23009521;0,17471850;0,22400590
-12,20961521;0,17471850;0,26871550
-12,18913521;0,17471850;0,22400590
-12,16865521;0,13061920;0,22400590
-12,14817521;0,17471850;0,22400590
-12,12769521;0,13061920;0,17929620
-12,10721521;0,13061920;0,17929620
-12,08673521;0,08651997;0,17929620
-12,06625521;0,08651997;0,13443400
-12,04577521;0,08651997;0,13443400
-12,02529521;0,08651997;0,13443400
-12,00481521;0,04242073;0,13443400
-11,98433521;0,04242073;0,08957183
-11,96385521;0,04242073;0,08957183
-11,94337521;0,04242073;0,08957183
-11,92289521;0,04242073;0,04470962
-11,90241521;0,04242073;0,04470962
-11,88193521;0,04242073;0,04470962
-11,86145521;0,04242073;0,04470962
-11,84097521;0,04242073;0,04470962
-11,82049521;-0,00167852;-0,00015259
-11,80001521;-0,00167852;-0,00015259
-11,77953521;-0,00167852;-0,00015259
-11,75905521;-0,00167852;-0,00015259
-11,73857521;0,04242073;0,04470962
-11,71809521;0,04242073;0,04470962
-11,69761521;0,04242073;0,04470962
-11,67713521;0,04242073;0,04470962
-11,65665521;0,04242073;0,04470962
-11,63617521;0,04242073;0,08957183
-11,61569521;0,04242073;0,08957183
-11,59521521;0,08651997;0,13443400
-11,57473521;0,08651997;0,13443400
-11,55425521;0,08651997;0,13443400
-11,53377521;0,08651997;0,13443400
-11,51329521;0,13061920;0,13443400
-11,49281521;0,13061920;0,17929620
-11,47233521;0,13061920;0,17929620
-11,45185521;0,13061920;0,17929620
-11,43137521;0,13061920;0,22400590
-11,41089521;0,13061920;0,22400590
-11,39041521;0,17471850;0,22400590
-11,36993521;0,17471850;0,22400590
-11,34945521;0,17471850;0,26871550
-11,32897521;0,21881770;0,26871550
-11,30849521;0,17471850;0,26871550
-11,28801521;0,21881770;0,26871550
-11,26753521;0,21881770;0,31357770
-11,24705521;0,21881770;0,31357770
-11,22657521;0,21881770;0,31357770
-11,20609521;0,21881770;0,35843990
-11,18561521;0,21881770;0,35843990
-11,16513521;0,26291700;0,35843990
-11,14465521;0,26291700;0,40330210
-11,12417521;0,26291700;0,40330210
-11,10369521;0,26291700;0,40330210
-11,08321521;0,30701620;0,40330210
-11,06273522;0,30701620;0,40330210
-11,04225522;0,30701620;0,44816430
-11,02177522;0,30701620;0,44816430
-11,00129522;0,30701620;0,44816430
-10,98081522;0,30701620;0,44816430
-10,96033522;0,35111550;0,49287390
-10,93985522;0,35111550;0,49287390
-10,91937522;0,35111550;0,49287390
-10,89889522;0,35111550;0,53773610
-10,87841522;0,35111550;0,53773610
-10,85793522;0,39521470;0,53773610
-10,83745522;0,39521470;0,58259830
-10,81697522;0,39521470;0,58259830
-10,79649522;0,39521470;0,58259830
-10,77601522;0,39521470;0,62746050
-10,75553522;0,39521470;0,58259830
-10,73505522;0,39521470;0,62746050
-10,71457522;0,39521470;0,62746050
-10,69409522;0,43931390;0,62746050
-10,67361522;0,43931390;0,67232280
-10,65313522;0,43931390;0,67232280
-10,63265522;0,43931390;0,67232280
-10,61217522;0,43931390;0,71703240
-10,59169522;0,48341320;0,71703240
-10,57121522;0,48341320;0,76189460
-10,55073522;0,48341320;0,76189460
-10,53025522;0,48341320;0,76189460
-10,50977522;0,52751240;0,76189460
-10,48929522;0,48341320;0,76189460
-10,46881522;0,52751240;0,80675680
-10,44833522;0,52751240;0,80675680
-10,42785522;0,52751240;0,80675680
-10,40737522;0,52751240;0,80675680
-10,38689522;0,57161170;0,80675680
-10,36641522;0,57161170;0,85161900
-10,34593522;0,57161170;0,85161900
-10,32545522;0,57161170;0,85161900
-10,30497522;0,57161170;0,89648120
-10,28449522;0,57161170;0,89648120
-10,26401522;0,57161170;0,89648120
-10,24353522;0,61571090;0,94134340
-10,22305522;0,61571090;0,94134340
-10,20257522;0,61571090;0,94134340
-10,18209522;0,65981020;0,94134340
-10,16161522;0,65981020;0,98605300
